Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,number_of_beds
171303,LANE COUNTY HOSPITAL,2021-01-01,2021-12-31,25
171334,MEDICINE LODGE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,22
171347,SHERIDAN COUNTY HEALTH COMPLEX,2021-01-01,2021-12-31,50
180024,SPRING VIEW HOSPITAL,2020-10-01,2021-09-30,75
241344,LIFECARE MEDICAL CENTER,2020-10-01,2021-09-30,75
251325,COVINGTON COUNTY HOSPITAL,2020-10-01,2021-09-30,25
262017,SSH - SPRINGFIELD INC.,2020-11-01,2021-10-31,44
281355,OGALLALA COMMUNITY HOSPITAL,2021-01-01,2021-12-31,18
360036,WOOSTER COMMUNITY HOSPITAL,2021-01-01,2021-12-31,135
360096,EAST LIVERPOOL CITY HOSPITAL,2021-01-01,2021-12-31,130
440130,BAPTIST MEM HOSPITAL UNION CITY,2020-10-01,2021-09-30,43
490020,JOHN RANDOLPH MEDICAL CENTER,2021-01-01,2021-12-31,147
490023,FAUQUIER HOSPITAL,2020-11-01,2021-10-31,97
490037,SHORE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,52
490060,CLINCH VALLEY MEDICAL CENTER,2020-12-01,2021-11-30,175
490084,VCU HEALTH TAPPAHANNOCK HOSPITAL,2021-07-01,2022-06-30,67
490088,BEDFORD MEMORIAL HOSPITAL,2021-01-01,2021-12-31,144
490089,CARILION FRANKLIN MEMORIAL HOSPITAL,2020-10-01,2021-09-30,37
490107,RESTON HOSPITAL,2021-01-01,2021-12-31,209
490110,LEWISGALE HOSPITAL - MONTGOMERY,2020-10-01,2021-09-30,92
490112,CJW MEDICAL CENTER,2021-09-01,2022-08-31,793
490117,CARILION TAZEWELL COMMUNITY HOSPITAL,2020-10-01,2021-09-30,23
490126,LEWISGALEHOSPITAL - ALLEGHANY,2021-03-01,2022-02-28,110
490130,RIVERSIDE WALTER REED,2021-01-01,2021-12-31,67
510038,STONEWALL JACKSON MEMORIAL HOSPITAL,2021-07-01,2022-06-30,49
141325,OSF SAINT LUKE MEDICAL CENTER,2020-10-01,2021-09-30,25
181306,DEACONNESS UNION COUNTY HOSPITAL,2020-10-01,2021-09-30,25
181315,FORT LOGAN HOSPITAL,2020-10-01,2021-09-30,25
304000,NEW HAMPSHIRE HOSPITAL,2021-07-01,2022-06-30,184
341319,TRANSYLVANIA COMMUNITY HOSPITAL,2020-11-01,2021-10-31,35
361311,HARRISON COMMUNITY HOSPITAL,2021-01-01,2021-12-31,25
361312,MERCY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,35
361321,BARNESVILLE HOSPITAL,2021-01-01,2021-12-31,25
362036,REGENCY HOSPITAL OF TOLEDO,2021-01-01,2021-12-31,45
364041,OHIO HOSPITAL FOR PSYCHIATRY,2021-01-01,2021-12-31,130
364053,HIGHLAND SPRINGS,2021-01-01,2021-12-31,72
452106,POST ACUTE MEDICAL OF NEW BRAUNFELS,2020-10-01,2021-09-30,40
493033,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,60
493034,REHABILITATION HOSPITAL OF BRISTOL,2021-06-01,2022-05-31,25
531312,CODY REGIONAL HEALTH,2021-07-01,2022-06-30,119
70021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,2020-10-01,2021-09-30,46
70024,THE WILLIAM W. BACKUS HOSPITAL,2020-10-01,2021-09-30,183
103036,WEST GABLES REHABILITATION HOSPITAL,2021-01-01,2021-12-31,60
110091,PIEDMONT ROCKDALE HOSPITAL,2021-07-01,2022-06-30,141
131309,CARIBOU MEMORIAL HOSPITAL,2020-10-01,2021-07-31,55
160064,MERCYONE NORTH IOWA MEDICAL CENTER,2021-07-01,2022-06-30,223
171361,GREAT PLAINS OF REPUBLIC CO.  INC,2020-10-01,2021-09-30,25
234035,WALTER REUTHER PSYCHIATRIC HOSPITAL,2020-10-01,2021-09-30,180
362022,SSH - COLUMBUS INC.,2021-09-01,2022-08-31,162
393053,PENN STATE HERSHEY REHABILITATION LL,2021-06-01,2022-05-31,98
400005,HOSPITAL SAN PABLO HUMACAO,2021-01-01,2021-12-31,57
440131,BAPTIST MEM HOSPITAL TIPTON COUNTY,2020-10-01,2021-09-30,48
450656,NACOGDOCHES MEDICAL CENTER,2021-01-01,2021-12-31,155
140064,ST. MARY MEDICAL CENTER,2020-10-01,2021-09-30,81
161306,JONES REGIONAL MEDICAL CTR,2021-01-01,2021-12-31,10
171374,FREDONIA REGIONAL HOSPITAL,2021-01-01,2021-12-31,25
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,2020-12-01,2021-11-30,100
180066,LOGAN MEMORIAL HOSPITAL,2021-03-01,2022-02-28,75
180092,CLARK REGIONAL MEDICAL CENTER,2021-05-01,2022-04-30,79
180101,GEORGETOWN COMMUNITY HOSPITAL,2021-03-01,2022-02-28,75
180116,JACKSON PURCHASE MEDICAL CENTER,2021-03-01,2022-02-28,107
180127,FRANKFORT REGIONAL,2021-08-01,2022-07-31,126
251307,NOXUBEE COUNTY HOSPITAL,2020-10-01,2021-09-30,25
251329,GREENE COUNTY HOSPITAL,2020-10-01,2021-09-30,7
330057,ST. PETERS HOSPITAL,2021-07-01,2022-06-30,482
342017,ASHEVILLE SPECIALTY HOSPITAL  LLC,2020-10-01,2021-09-30,34
360006,RIVERSIDE METHODIST HOSPITAL,2021-07-01,2022-06-30,789
360011,MARION GENERAL HOSPITAL,2021-07-01,2022-06-30,201
360014,OBLENESS MEMORIAL HOSPITAL,2021-07-01,2022-06-30,67
360017,GRANT MEDICAL CENTER,2021-07-01,2022-06-30,449
11302,RED BAY HOSPITAL,2020-10-01,2021-09-30,25
100124,SANTA ROSA MEDICAL CENTER,2021-06-01,2022-05-31,86
111318,MONROE COUNTY HOSPITAL,2020-10-01,2021-09-30,25
111332,BROOKS COUNTY HOSPITAL,2020-10-01,2021-09-30,25
113030,WALTON REHABILITATION HOSPITAL  AN A,2021-04-01,2022-03-31,70
113033,ENCOMPASS HEALTH REHABILITATION HOSP,2021-04-01,2022-03-31,50
151305,PULASKI MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
160016,TRINITY REGIONAL MEDICAL CENTER,2021-01-01,2021-12-31,44
251302,MONROE REGIONAL HOSPITAL,2021-01-01,2021-12-31,35
263028,THE REHABILITATION INSTITUTE OF ST.,2021-06-01,2022-05-31,136
320085,MOUNTAIN VIEW REG MED CTR,2021-04-01,2022-03-31,176
360087,LUTHERAN HOSPITAL,2021-01-01,2021-12-31,201
360118,MEDCENTRAL HEALTH SYSTEM,2021-07-01,2022-06-30,254
360143,MARYMOUNT HOSPITAL,2021-01-01,2021-12-31,268
360152,DOCTORS HOSPITAL,2021-07-01,2022-06-30,168
360175,CLINTON MEMORIAL HOSPITAL,2021-01-01,2021-12-31,75
393037,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,90
393039,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,73
440185,SKYRIDGE MEDICAL CENTER,2021-09-01,2022-08-31,177
450702,LONGVIEW REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,224
454064,RIVER CREST HOSPITAL,2021-01-01,2021-12-31,80
111331,MITCHELL COUNTY HOSPITAL,2020-10-01,2021-09-30,181
151319,DEACONESS GIBSON,2020-10-01,2021-09-30,25
184009,RIDGE,2021-01-01,2021-12-31,110
251326,PRENTISS REGIONAL HOSPITAL,2020-10-01,2021-09-30,80
301306,CONCORD HOSPITAL - FRANKLIN,2021-05-01,2021-09-30,35
13031,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,34
13033,REGIONAL REHABILITATION HOSPITAL,2021-06-01,2022-05-31,58
141318,OSF HOLY FAMILY MED CTR,2020-10-01,2021-09-30,19
152014,SSH - EVANSVILLE  LLC.,2021-01-01,2021-12-31,60
161324,GRAPE COMMUNITY HOSPITAL - HAMBURG,2020-10-01,2021-09-30,25
171346,PATTERSON HEALTH CENTER,2021-01-01,2021-12-31,25
222048,WHITTIER HOSPITAL-WESTBOROUGH,2020-10-01,2021-09-30,88
241337,NORTH VALLEY HEALTH CENTER,2021-01-01,2021-12-31,12
451358,MEMORIAL HOSPITAL-SEMINOLE,2020-10-01,2021-09-30,25
454133,CROSS CREEK HOSPITAL,2021-01-01,2021-12-31,90
531306,WASHAKIE MEDICAL CENTER,2021-01-01,2021-12-31,18
53042,ENCOMPASS HEALTH REHABILITATION OF M,2021-04-01,2022-03-31,50
100022,JACKSON MEMORIAL,2020-10-01,2021-09-30,1717
100130,LAKESIDE MEDICAL CENTER,2020-10-01,2021-09-30,54
100350,UCF LAKE NONA HOSPITAL,2021-04-06,2022-01-31,64
104073,EMERALD COAST BEHAVIORAL HOSPITAL,2020-11-01,2021-10-31,86
131302,NORTH CANYON MEDICAL CENTER,2020-10-01,2021-09-30,16
140052,OSF SAINT ANTHONYS HEALTH CENTER,2020-10-01,2021-09-30,49
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCAR,2020-10-01,2021-09-30,97
194069,COVINGTON BEHAVIORAL HEALTH,2021-01-01,2021-12-31,104
222027,NEW ENGLAND SINAI,2021-01-01,2021-12-31,203
234025,CARO CENTER,2020-10-01,2021-09-30,154
234026,KALAMAZOO PSYCHIATRIC HOSPITAL,2020-10-01,2021-09-30,201
234038,STONECREST,2021-01-01,2021-12-31,182
261329,COX-MONETT HOSPITAL,2020-10-01,2021-09-30,25
281354,CRETE AREA MEDICAL CENTER,2021-01-01,2021-12-31,24
361327,CHWC-MONTPELIER,2020-10-01,2021-09-30,25
451306,KIMBLE HOSPITAL,2020-10-01,2021-09-30,15
451351,LYNN COUNTY HOSPITAL,2020-10-01,2021-09-30,24
451372,MULESHOE AREA MEDICAL CENTER,2020-10-01,2021-09-30,25
50380,GOOD SAMARITAN HOSPITAL,2021-02-01,2022-01-31,357
100105,INDIAN RIVER MEMORIAL HOSPITA.L,2021-01-01,2021-12-31,332
194103,SEASIDE HEALTH SYSTEM,2020-10-01,2021-09-30,64
231340,MCLAREN THUMB REGION,2021-01-30,2021-09-30,27
251333,PEARL RIVER COUNTY HOSPITAL,2020-10-01,2021-09-30,124
293035,DIGNITY HEALTH REHABILITATION HOSPIT,2021-04-01,2022-03-31,60
393045,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,67
393046,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,60
420068,THE REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,286
423028,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,50
443027,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,50
443028,VANDERBILT STALLWORTH REHABILITATION,2021-06-01,2022-05-31,80
443032,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,50
443035,ENCOMPASS HEALTH REHABILITATION HOSP,2021-04-01,2022-03-31,40
451309,MCCAMEY COUNTY HOSPITAL DISTRICT,2020-10-01,2021-09-30,41
451355,COLLINGSWORTH GENERAL HOSPITAL,2020-10-01,2021-09-30,13
31305,HOPI HEALTH CENTER,2020-10-01,2021-09-30,6
31307,PARKER INDIAN HEALTH CENTER,2020-10-01,2021-09-30,20
41311,HOWARD MEMORIAL HOSPITAL,2020-10-01,2021-09-30,20
50350,BEVERLY HOSPITAL,2021-01-01,2021-12-31,202
50763,L A DOWNTOWN MEDICAL CENTER,2021-01-01,2021-12-31,234
54145,SHARP MESA VISTA HOSPITAL,2020-10-01,2021-09-30,159
131313,TETON VALLEY HOSPITAL,2020-10-01,2021-09-30,13
131315,SYRINGA GENERAL HOSPITAL,2020-10-01,2021-09-30,15
170176,OVERLAND PARK REGIONAL MED CTR,2021-06-01,2022-05-31,261
231317,KELSEY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,43
241314,JOHNSON MEMORIAL HOSPITAL,2020-10-01,2021-09-30,73
320011,ESPANOLA HOSPITAL,2021-01-01,2021-12-31,70
371324,HARPER COUNTY COMMUNITY HOSPITAL,2020-10-01,2021-09-30,15
422006,CONTINUECARE HOSP AT PALMETTO HEALTH,2020-10-01,2021-09-30,35
441301,TROUSDALE MEDICAL CENTER,2020-10-01,2021-09-30,25
450638,HOUSTON NORTHWEST MEDICAL CENTER,2021-06-01,2022-05-31,318
451330,MEDINA REGIONAL HOSPITAL,2020-10-01,2021-09-30,25
451343,ELECTRA MEMORIAL HOSPITAL,2020-10-01,2021-09-30,19
501992,SUNRISE HAVEN,2020-10-01,2021-09-30,8
521331,BURNETT MEDICAL CENTER  INC,2020-10-01,2021-09-30,75
100191,MEDICAL CENTER OF TRINITY,2021-07-01,2022-06-30,330
111303,JASPER MEMORIAL HOSPITAL,2020-10-01,2021-09-30,67
131303,ONEIDA COUNTY HOSPITAL,2021-07-01,2022-06-30,44
144026,HARTGROVE HOSPITAL,2021-01-01,2021-12-31,160
151317,GREENE COUNTY GENERAL HOSPITAL,2021-01-01,2021-12-31,25
171310,GREAT PLAINS OF CHEYENNE COUNTY  INC,2021-01-01,2021-12-31,16
191317,JACKSON PARISH HOSPITAL,2020-10-01,2021-09-30,25
250006,BAPTIST MEM HOSPITAL UNION COUNTY,2020-10-01,2021-09-30,90
261320,LAFAYETTE REGIONAL HEALTH CENTER,2020-10-01,2021-09-30,25
281330,WARREN MEMORIAL HOSPITA,2020-10-01,2021-09-30,19
281364,BEATRICE COMMUNITY HOSPITAL,2020-10-01,2021-09-30,25
521347,WESTERN WISCONSIN HEALTH,2020-10-01,2021-09-30,25
21305,WRANGELL MEDICAL CENTER,2020-10-01,2021-09-30,22
31311,WINSLOW MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
54077,AURORA VISTA DEL MAR BHS,2021-01-01,2021-12-31,87
54078,AURORA LAS ENCINAS BHS,2021-01-01,2021-12-31,156
60031,CENTURA PENROSE HOSPITAL,2021-07-01,2022-06-30,508
63034,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,60
171314,FW HUSTON MEMORIAL HOSPITAL,2021-01-01,2021-12-31,69
171331,KIOWA DISTRICT HOSPITAL,2021-01-01,2021-12-31,10
171335,STEVENS COUNTY HOSPITAL,2021-01-01,2021-12-31,100
180095,CRITTENDEN COMMUNITY HOSPITAL LLC,2021-01-01,2021-12-31,48
241341,APPLETON MUNICIPAL HOSPITAL,2020-10-01,2021-09-30,65
261322,EXCELSIOR SPRINGS HOSPITAL,2020-10-01,2021-09-30,25
283300,BOYS TOWN NATIONAL RESEARCH HOSPITAL,2021-01-01,2021-12-31,52
360013,WILSON MEMORIAL HOSPITAL,2021-01-01,2021-12-31,71
440057,CLAIBORNE MEDICAL CENTER,2021-07-01,2022-06-30,121
451344,HANSFORD COUNTY HOSPITAL DISTRICT,2020-10-01,2021-09-30,22
451363,JACKSON COUNTY HOSPITAL,2020-10-01,2021-09-30,25
451378,BIG BEND REGIONAL MED CTR,2020-10-01,2021-09-30,25
452114,ATRIUM MEDICAL CENTER,2020-10-01,2021-09-30,68
673042,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,50
131319,MINIDOKA MEMORIAL HOSPITAL,2020-10-01,2021-09-30,61
171336,NESS COUNTY HOSPITAL DISTRICT #2,2021-01-01,2021-12-31,55
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,2021-01-01,2021-12-31,62
171382,ATCHISON HOSPITAL ASSOCIATION,2020-10-01,2021-09-30,25
191310,FRANKLIN FOUNDATION HOSPITAL,2020-10-01,2021-09-30,25
194031,RIVER OAKS HOSPITAL,2021-01-01,2021-12-31,121
224018,HUMAN RESOURCE INSTITUTE,2021-01-01,2021-12-31,62
241318,ELY-BLOOMENSON COMMUNITY HOSPITAL,2020-10-01,2021-09-30,16
281341,CHADRON COMMUNITY HOSPITAL,2020-10-01,2021-09-30,25
281365,JENNIE M. MELHAM MEMORIAL MED CENTER,2020-10-01,2021-09-30,23
354004,PRAIRIE ST. JOHNS,2020-10-01,2021-09-30,120
361318,FOSTORIA COMMUNITY HOSPITAL,2021-01-01,2021-12-31,19
361332,HIGHLAND DISTRICT HOSPITAL,2021-01-01,2021-12-31,25
400015,SAN JUAN MUNICIPAL HOSPITAL,2021-07-01,2022-06-30,158
420085,GRAND STRAND REGIONAL MEDICAL CENTER,2021-05-01,2022-04-30,377
451301,REAGAN MEMORIAL HOSPITAL,2020-10-01,2021-09-30,7
451362,CLAY COUNTY MEMORIAL HOSPITAL,2020-10-01,2021-09-30,23
451375,LIBERTY-DAYTON REGIONAL MEDICAL CENT,2020-10-01,2021-09-30,25
451394,KNOX COUNTY HOSPITAL,2020-10-01,2021-09-30,28
453031,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,108
493031,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,64
493032,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,58
10164,COOSA VALLEY MEDICAL CENTER,2021-08-01,2022-07-31,142
50599,UC DAVIS MEDICAL CENTER,2021-07-01,2022-06-30,632
110005,NORTHSIDE HOSPITAL FORSYTH,2020-10-01,2021-09-30,335
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,2021-08-01,2022-07-31,396
110050,ADVENTHEALTH MURRAY,2021-01-01,2021-12-31,29
110194,DONALSONVILLE HOSPITAL,2021-07-01,2022-06-30,140
140162,ST. JOSEPH MEDICAL CENTER,2020-10-01,2021-09-30,149
140233,SAINT ANTHONY MEDICAL CENTER,2020-10-01,2021-09-30,241
170109,MIAMI COUNTY MEDICAL CENTER,2021-01-01,2021-12-31,18
170191,UKHS GREAT BEND CAMPUS,2021-07-01,2022-06-30,29
171337,WAMEGO HOSPITAL ASSOCIATION,2020-10-01,2021-09-30,18
171349,CLOUD COUNTY HEALTH CENTER,2020-10-01,2021-09-30,22
260027,AMEND #2 RESEARCH MEDICAL CENTER,2021-01-01,2021-12-31,455
340131,CAROLINAEAST MEDICAL CENTER,2020-10-01,2021-09-30,309
340151,HALIFAX REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,114
400133,HIMA SAN PABLO CUPEY,2021-01-01,2021-12-31,58
420023,ST. FRANCIS HOSPITAL INC,2021-09-01,2022-08-31,379
420049,CONWAY HOSPITAL,2020-10-01,2021-09-30,166
440048,BAPTIST MEM HOSPITAL MEMPHIS,2020-10-01,2021-09-30,848
451311,SWEENY COMMUNITY HOSPITAL,2020-10-01,2021-09-30,14
451323,ADVENTHEALTH ROLLINS BROOK,2020-10-01,2021-09-30,25
451340,SHAMROCK GENERAL HOSPITAL,2020-10-01,2021-09-30,25
54124,HUMBOLDT COUNTY - SEMPREVIRENS,2021-07-01,2022-06-30,16
110153,PERRY HOSPITAL,2021-01-01,2021-12-31,39
131304,POWER COUNTY HOSPITAL DISTRICT,2020-10-01,2021-09-30,31
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL,2020-10-01,2021-09-30,25
231329,CARO COMMUNITY HOSPITAL,2020-10-01,2021-09-30,25
250141,BAPTIST MEM HOSPITAL DESOTO,2020-10-01,2021-09-30,341
431325,MOBRIDGE REGIONAL HOSPITAL,2020-10-01,2021-09-30,25
673077,TEXAS REHABILITATION HOSPITAL OF KEL,2021-02-16,2021-12-31,36
100175,DESOTO MEMORIAL HOSPITAL,2020-10-01,2021-09-30,49
100302,ST. CLOUD REGIONAL MEDICAL CENTER,2021-01-01,2021-09-30,84
141313,MASON DISTRICT HOSPITAL,2020-10-01,2021-09-30,25
253027,ENCOMPASS HEALTH REHABILITATION HOSP,2021-06-01,2022-05-31,43
394052,HAVEN BEHAVIORAL SVCS OF READING LLC,2021-01-01,2021-12-31,86
400098,HOSPITAL SAN FRANCISCO,2021-01-01,2021-12-31,136
490042,CARILION NEW RIVER VALLEY MED CENTER,2020-10-01,2021-09-30,130
673044,ENCOMPASS HEALTH REHABILITATION HOSP,2021-07-01,2022-06-30,60
100006,ORLANDO HEALTH,2020-10-01,2021-09-30,1725
100032,BAYFRONT HEALTH ST. PETERSBURG,2020-10-01,2021-09-30,363
101311,MADISON MEMORIAL HOSPITAL,2020-10-01,2021-09-30,25
131305,STEELE MEMORIAL MEDICAL CENTER,2020-10-01,2021-09-30,18
131310,ST. LUKES JEROME LTD,2020-10-01,2021-09-30,18
140161,SAINT JAMES HOSPITAL,2020-10-01,2021-09-30,42
162003,SSH - DES MOINES,2021-01-01,2021-12-31,30
232039,PIONEER SPECIALTY HOSPITAL,2020-10-01,2021-09-30,42
241336,KITTSON MEMORIAL HOSPITAL,2020-10-01,2021-09-30,75
241358,CASS LAKE INDIAN HOSPITAL,2020-10-01,2021-09-30,
241376,GLACIAL RIDGE HOSPITAL,2020-10-01,2021-09-30,19
264032,CENTERPOINTE HOSPITAL OF COLUMBIA,2021-01-01,2021-12-31,80
271315,FORT BELKNAP HEALTH CENTER,2020-10-01,2021-09-30,6
281319,JEFFERSON COMMUNITY HEALTH CENTER,2020-10-01,2021-09-30,57
320021,PRESBYTERIAN HOSPITAL,2021-01-01,2021-12-31,716
351327,ST ALOISIUS MEDICAL CENTER,2020-10-01,2021-09-30,95
492008,SSH - HAMPTON ROADS,2021-01-01,2021-12-31,25
521338,PRAIRIE RIDGE HEALTH  INC.,2020-10-01,2021-09-30,25
52043,1125 SIR FRANCIS DRAKE OPERATING CO,2021-07-01,2022-06-30,105
62014,VIBRA HOSPITAL DENVER,2021-09-01,2022-08-31,79
94004,PSYCH INSTITUE OF WASHINGTON,2021-01-01,2021-12-31,130
161381,SANFORD MEDICAL CENTER SHELDON,2021-01-01,2021-12-31,95
171312,COMANCHE COUNTY HOSPITAL,2021-01-01,2021-12-31,12
171363,COMMUNITY MEMORIAL HEALTHCARE  INC.,2021-01-01,2021-12-31,23
180088,NORTON HOSPITALS  INC,2021-01-01,2021-12-31,1465
182002,CONTINUING CARE HOSPITAL,2021-07-01,2022-06-30,23
194082,COMPASS SENIOR CARE HOSPITAL  LLC,2021-01-01,2021-12-31,36
241312,COOK HOSPITAL,2021-01-01,2021-12-31,42
251336,BAPTIST MEDICAL CENTER - ATTALA,2020-10-01,2021-09-30,25
261313,SAMARITAN MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
281322,SAINT FRANCIS MEMORIAL HOSPITAL,2021-01-01,2021-12-31,25
283301,CHILDRENS HOSPITAL & MEDICAL CENTER,2021-01-01,2021-12-31,173
290039,MOUNTAIN VIEW HOSPITAL,2021-01-01,2021-12-31,417
351316,PRESENTATION MEDICAL CENTER,2020-10-01,2021-09-30,25
360077,FAIRVIEW HOSPITAL,2021-01-01,2021-12-31,466
360082,EUCLID HOSPITAL,2021-01-01,2021-12-31,166
361309,HENRY COUNTY HOSPITAL (CAH),2020-11-01,2021-10-31,25
361310,MERCY HEALTH-WILLARD HOSPITAL LLC,2021-01-01,2021-12-31,20
361334,PIKE COMMUNITY HOSPITAL,2021-01-01,2021-12-31,25
363305,NATIONWIDE CHILDRENS HOSPITAL,2021-01-01,2021-12-31,706
364007,TWIN VALLEY RPH - COLUMBUS CAMPUS,2021-07-01,2022-06-30,230
364011,NORTHCOAST RPH,2021-07-01,2022-06-30,258
364051,BECKETT SPRINGS,2021-01-01,2021-12-31,96
364060,GBH - YOUNGSTOWN,2021-01-01,2021-12-31,76
400004,ASOCIACION HOSPITAL DEL MAESTRO INC,2021-07-01,2022-06-30,125
452097,VIBRA SPECIALTY HOSP DALLAS,2021-08-01,2022-07-31,60
454151,MEDICAL BEHAVIORAL HOSPITAL OF CLEAR,2020-12-22,2021-12-31,92
10073,CLAY COUNTY HOSPITAL,2020-10-01,2021-09-30,139
64007,CENTENNIAL PEAKS HOSPITAL,2021-01-01,2021-12-31,104
110045,NGMC BARROW,2020-10-01,2021-09-30,56
110071,APPLING GENERAL HOSPITAL,2021-09-01,2022-08-31,165
110086,WASHINGTON CO REG MED CTR,2021-09-01,2022-08-31,109
232020,MCLAREN BAY SPECIAL CARE,2020-10-01,2021-09-30,31
232023,SSH - MACOMB COUNTY  INC.,2021-01-01,2021-12-31,114
310051,OVERLOOK MEDICAL CENTER,2021-01-01,2021-12-31,482
310119,UH - UNIVERSITY HOSPITAL,2021-07-01,2022-06-30,358
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,2021-04-01,2022-03-31,80
454012,MILLWOOD HOSPITAL,2021-01-01,2021-12-31,134
10022,CHEROKEE MEDICAL CENTER,2021-07-01,2021-12-31,45
10126,TROY REGIONAL MEDICAL CENTER,2021-04-01,2022-03-31,59
40047,FIVE RIVERS MEDICAL CENTER,2020-10-01,2021-09-30,50
54069,AURORA CHARTER OAK BHS,2021-01-01,2021-12-31,146
54095,AURORA SAN DIEGO BEHAVIORAL,2021-01-01,2021-12-31,101
100099,ADVENTHEALTH LAKE WALES,2021-07-01,2022-06-30,29
100142,JACKSON HOSPITAL  MARIANNA,2020-10-01,2021-09-30,66
110115,ATLANTA MEDICAL CENTER,2021-07-01,2022-06-30,532
130013,ST. ALPHONSUS MEDICAL CENTER - NAMP,2021-07-01,2022-06-30,96
131311,ST. LUKES ELMORE MEDICAL CENTER,2020-10-01,2021-09-30,58
131323,ST. LUKES WOOD RIVER MEDICAL CENTER,2020-10-01,2021-09-30,25
140125,GATEWAY REGIONAL,2021-01-01,2021-12-31,305
140184,HEARTLAND REGIONAL MEDICAL CENTER,2021-05-01,2022-04-30,94
140280,TRINITY ROCK ISLAND,2021-01-01,2021-12-31,264
150006,LAPORTE HOSPITAL,2021-01-01,2021-12-31,74
150007,COMMUNITY HOWARD REGIONAL HEALTH,2021-01-01,2021-12-31,113
150018,ELKHART GENERAL HOSPITAL,2021-01-01,2021-12-31,244
150149,DEACONESS WOMENS HOSPITAL,2021-01-01,2021-12-31,74
160001,UNITYPOINT HEALTH-MARSHALLTOWN,2021-01-01,2021-12-31,27
160013,TRINITY MUSCATINE,2021-01-01,2021-12-31,13
160069,MERCYONE DUBUQUE MEDICAL CENTER,2021-07-01,2022-06-30,156
160082,IOWA METHODIST MEDICAL CENTER,2021-01-01,2021-12-31,666
160083,MERCY MEDICAL CENTER-DES MOINES,2021-07-01,2022-06-30,599
160146,ST. LUKES REGL MEDICAL CENTER,2021-01-01,2021-12-31,183
170103,NEWTON MEDICAL CENTER,2021-07-01,2022-06-30,99
170194,DOCTORS HOSPITAL,2021-01-01,2021-12-31,9
190090,WINN PARISH MEDICAL CENTER,2021-04-01,2022-03-31,40
190106,OAKDALE COMMUNITY HOSPITAL,2021-04-01,2022-03-31,48
190144,MINDEN MEDICAL CENTER,2021-09-01,2022-08-31,155
190160,GLENWOOD REGIONAL MEDICAL CENTER,2021-03-01,2022-02-28,270
220024,HOLYOKE MEDICAL CENTER,2020-10-01,2021-09-30,196
220046,BERKSHIRE MEDICAL CENTER,2020-10-01,2021-09-30,267
220062,ADCARE HOSPITAL OF WORCESTER,2020-10-01,2021-09-30,114
230002,ST. MARY MERCY HOSPITAL - LIVONIA,2021-07-01,2022-06-30,292
230024,SINAI-GRACE HOSPITAL,2021-01-01,2021-12-31,311
230066,MERCY HEALTH MUSKEGON,2021-07-01,2022-06-30,348
230216,MCLAREN PORT HURON,2020-10-01,2021-09-30,186
231323,SPECTRUM HEALTH REED CITY,2021-01-01,2021-12-31,75
250136,MERIT HEALTH WOMANS HOSPITAL,2021-01-01,2021-12-31,34
260024,TEXAS COUNTY MEMORIAL HOSPITAL,2021-01-01,2021-12-31,47
260057,CAMERON REGIONAL MEDICAL CENTER,2020-10-01,2021-09-30,59
260180,CHRISTIAN HOSPITAL NORTHEAST,2021-01-01,2021-12-31,285
280023,CHI HEALTH ST. FRANCIS,2021-07-01,2022-06-30,136
